MRGID,ELEVCLASSMIN,ELEVCLASSMAX,deepsea_area,deepsea_area_km2,eez_v11_GEONAME,eez_v11_MRGID_TER1,eez_v11_POL_TYPE,eez_v11_MRGID_SOV1,eez_v11_TERRITORY1,eez_v11_ISO_TER1,eez_v11_SOVEREIGN1,eez_v11_MRGID_TER2,eez_v11_MRGID_SOV2,eez_v11_TERRITORY2,eez_v11_ISO_TER2,eez_v11_SOVEREIGN2,eez_v11_MRGID_TER3,eez_v11_MRGID_SOV3,eez_v11_TERRITORY3,eez_v11_ISO_TER3,eez_v11_SOVEREIGN3,eez_v11_X_1,eez_v11_Y_1,eez_v11_MRGID_EEZ,eez_v11_AREA_KM2,eez_v11_ISO_SOV1,eez_v11_ISO_SOV2,eez_v11_ISO_SOV3,eez_v11_UN_SOV1,eez_v11_UN_SOV2,eez_v11_UN_SOV3,eez_v11_UN_TER1,eez_v11_UN_TER2,eez_v11_UN_TER3
"8401",0.5,1.5,435639116879.835,"435639",Clipperton Exclusive Economic Zone,8635,200NM,17,Clipperton Island,,France,0,0,,,,0,0,,,,-109.21728,10.30869,8401,435657,FRA,,,"250",,,,,
"8402",0.5,1.5,463274301441.041,"463274",Bermudian Exclusive Economic Zone,8636,200NM,2208,Bermuda,BMU,United Kingdom,0,0,,,,0,0,,,,-64.80693,32.36899,8402,464389,GBR,,,"826",,,"60",,
"8403",0.5,1.5,833571978073.532,"833572",Ecuadorian Exclusive Economic Zone (Galapagos),5660,200NM,2166,Galapagos,,Ecuador,0,0,,,,0,0,,,,-90.83174,-0.04184,8403,841438,ECU,,,"218",,,,,
"8404",0.5,1.5,498859801737.643,"498860",Bahamas Exclusive Economic Zone,2144,200NM,2144,Bahamas,BHS,Bahamas,0,0,,,,0,0,,,,-75.57785,25.11716,8404,619785,BHS,,,"44",,,"44",,
"8405",0.5,1.5,85856453190.1377,"85856",Turks and Caicos Exclusive Economic Zone,2211,200NM,2208,Turks and Caicos Islands,TCA,United Kingdom,0,0,,,,0,0,,,,-70.85361,22.80987,8405,91025,GBR,,,"826",,,"796",,
"8406",0.5,1.5,295004204123.49,"295004",Cuban Exclusive Economic Zone,8637,200NM,8637,Cuba,CUB,Cuba,0,0,,,,0,0,,,,-81.53050,21.60004,8406,352259,CUB,,,"192",,,"192",,
"8407",0.5,1.5,117835501628.698,"117836",Cayman Islands Exclusive Economic Zone,8638,200NM,2208,Cayman Islands,CYM,United Kingdom,0,0,,,,0,0,,,,-81.13914,19.15345,8407,118291,GBR,,,"826",,,"136",,
"8408",0.5,1.5,98358318110.0027,"98358",Haitian Exclusive Economic Zone,8639,200NM,8639,Haiti,HTI,Haiti,0,0,,,,0,0,,,,-73.54856,17.91219,8408,103485,HTI,,,"332",,,"332",,
"8409",0.5,1.5,339168131524.227,"339168",Dominican Republic Exclusive Economic Zone,8640,200NM,8640,Dominican Republic,DOM,Dominican Republic,0,0,,,,0,0,,,,-69.67224,19.13826,8409,350694,DOM,,,"214",,,"214",,
"8411",0.5,1.5,78559764053.1861,"78560",British Virgin Islands Exclusive Economic Zone,8653,200NM,2208,British Virgin Islands,VGB,United Kingdom,0,0,,,,0,0,,,,-64.50497,20.38988,8411,81555,GBR,,,"826",,,"92",,
"8412",0.5,1.5,88006903377.7082,"88007",Anguilla Exclusive Economic Zone,8643,200NM,2208,Anguilla,AIA,United Kingdom,0,0,,,,0,0,,,,-62.54329,20.01803,8412,90164,GBR,,,"826",,,"660",,
"8413",0.5,1.5,8729117545.93885,"8729",Saint Kitts and Nevis Exclusive Economic Zone,8644,200NM,8644,Saint Kitts and Nevis,KNA,Saint Kitts and Nevis,0,0,,,,0,0,,,,-62.90578,16.99022,8413,9502,KNA,,,"659",,,"659",,
"8414",0.5,1.5,107652491556.169,"107652",Antigua and Barbuda Exclusive Economic Zone,8645,200NM,8645,Antigua and Barbuda,ATG,Antigua and Barbuda,0,0,,,,0,0,,,,-60.57064,18.73279,8414,111568,ATG,,,"28",,,"28",,
"8415",0.5,1.5,7065732356.97099,"7066",Montserrat Exclusive Economic Zone,8646,200NM,2208,Montserrat,MSR,United Kingdom,0,0,,,,0,0,,,,-62.48384,16.41292,8415,7188,GBR,,,"826",,,"500",,
"8416",0.5,1.5,14800588761.7684,"14801",Saint Lucia Exclusive Economic Zone,8647,200NM,8647,Saint Lucia,LCA,Saint Lucia,0,0,,,,0,0,,,,-61.10359,13.87770,8416,15413,LCA,,,"662",,,"662",,
"8417",0.5,1.5,28146935905.5465,"28147",Dominican Exclusive Economic Zone,8648,200NM,8648,Dominica,DMA,Dominica,0,0,,,,0,0,,,,-60.72114,15.49739,8417,28552,DMA,,,"212",,,"212",,
"8418",0.5,1.5,184678701451.683,"184679",Barbados Exclusive Economic Zone,8649,200NM,8649,Barbados,BRB,Barbados,0,0,,,,0,0,,,,-57.99356,13.32288,8418,185007,BRB,,,"52",,,"52",,
"8419",0.5,1.5,23145830620.0332,"23146",Grenadian Exclusive Economic Zone,8650,200NM,8650,Grenada,GRD,Grenada,0,0,,,,0,0,,,,-62.05881,12.24388,8419,25571,GRD,,,"308",,,"308",,
"8420",0.5,1.5,53152628248.255,"53153",Trinidad and Tobago Exclusive Economic Zone,2186,200NM,2186,Trinidad and Tobago,TTO,Trinidad and Tobago,0,0,,,,0,0,,,,-59.98478,10.95788,8420,76562,TTO,,,"780",,,"780",,
"8421",0.5,1.5,34274255833.1722,"34274",Saint Vincent and the Grenadines Exclusive Economic Zone,8651,200NM,8651,Saint Vincent and the Grenadines,VCT,Saint Vincent and the Grenadines,0,0,,,,0,0,,,,-61.69442,13.15805,8421,36244,VCT,,,"670",,,"670",,
"8423",0.5,1.5,280132758732.871,"280133",Panamanian Exclusive Economic Zone,2249,200NM,2249,Panama,PAN,Panama,0,0,,,,0,0,,,,-80.34583,8.28880,8423,331318,PAN,,,"591",,,"591",,
"8424",0.5,1.5,563346743975.043,"563347",Costa Rican Exclusive Economic Zone,2162,200NM,2162,Costa Rica,CRI,Costa Rica,0,0,,,,0,0,,,,-86.50737,6.73691,8424,581726,CRI,,,"188",,,"188",,
"8425",0.5,1.5,131867420686.266,"131867",Nicaraguan Exclusive Economic Zone,2255,200NM,2255,Nicaragua,NIC,Nicaragua,0,0,,,,0,0,,,,-83.49562,12.81975,8425,213813,NIC,,,"558",,,"558",,
"8426",0.5,1.5,670910472444.399,"670910",Colombian Exclusive Economic Zone,2175,200NM,2175,Colombia,COL,Colombia,0,0,,,,0,0,,,,-78.06222,8.60754,8426,718338,COL,,,"170",,,"170",,
"8427",0.5,1.5,147430816977.954,"147431",Honduran Exclusive Economic Zone,2103,200NM,2103,Honduras,HND,Honduras,0,0,,,,0,0,,,,-83.84845,16.91154,8427,208636,HND,,,"340",,,"340",,
"8428",0.5,1.5,76681395700.1679,"76681",El Salvador Exclusive Economic Zone,2135,200NM,2135,El Salvador,SLV,El Salvador,0,0,,,,0,0,,,,-89.74411,11.84859,8428,95099,SLV,,,"222",,,"222",,
"8429",0.5,1.5,2770878062930.01,"2770878",Mexican Exclusive Economic Zone,2224,200NM,2224,Mexico,MEX,Mexico,0,0,,,,0,0,,,,-105.33346,21.35018,8429,3187013,MEX,,,"484",,,"484",,
"8430",0.5,1.5,95388451654.1075,"95388",Guatemalan Exclusive Economic Zone,2097,200NM,2097,Guatemala,GTM,Guatemala,0,0,,,,0,0,,,,-92.09080,12.55243,8430,110695,GTM,,,"320",,,"320",,
"8431",0.5,1.5,207925192788.191,"207925",Ecuadorian Exclusive Economic Zone,2166,200NM,2166,Ecuador,ECU,Ecuador,0,0,,,,0,0,,,,-82.20864,-0.96556,8431,236293,ECU,,,"218",,,"218",,
"8432",0.5,1.5,766703586656.137,"766704",Peruvian Exclusive Economic Zone,2257,200NM,2257,Peru,PER,Peru,0,0,,,,0,0,,,,-78.88478,-11.89940,8432,854698,PER,,,"604",,,"604",,
"8433",0.5,1.5,362956494686.917,"362956",Venezuelan Exclusive Economic Zone,2201,200NM,2201,Venezuela,VEN,Venezuela,0,0,,,,0,0,,,,-65.91423,12.78887,8433,472546,VEN,,,"862",,,"862",,
"8435",0.5,1.5,238986801915.989,"238987",Faeroe Exclusive Economic Zone,3297,200NM,2157,Faeroe,FRO,Denmark,0,0,,,,0,0,,,,-6.99690,62.59460,8435,265632,DNK,,,"208",,,"234",,
"8437",0.5,1.5,290309915887.459,"290310",Jan Mayen Exclusive Economic Zone,5343,200NM,2252,Jan Mayen,SJM,Norway,0,0,,,,0,0,,,,-5.25129,71.11421,8437,292907,NOR,,,"578",,,"744",,
"8438",0.5,1.5,1929008822187.18,"1929009",Greenlandic Exclusive Economic Zone,2260,200NM,2157,Greenland,GRL,Denmark,0,0,,,,0,0,,,,-31.97096,75.47965,8438,2268623,DNK,,,"208",,,"304",,
"8439",0.5,1.5,841946338512.293,"841946",Pitcairn Islands Exclusive Economic Zone,2259,200NM,2208,Pitcairn,PCN,United Kingdom,0,0,,,,0,0,,,,-127.42131,-24.60623,8439,842291,GBR,,,"826",,,"612",,
"8440",0.5,1.5,4745864278269.57,"4745864",French Polynesian Exclusive Economic Zone,8656,200NM,17,French Polynesia,PYF,France,0,0,,,,0,0,,,,-144.00327,-18.73634,8440,4766689,FRA,,,"250",,,"258",,
"8441",0.5,1.5,1639335247059.67,"1639335",Kiribati Exclusive Economic Zone (Line Islands),8657,200NM,2116,Line Group,KIR,Kiribati,0,0,,,,0,0,,,,-154.72634,-3.82154,8441,1641193,KIR,,,"296",,,"296",,
"8442",0.5,1.5,323379356878.292,"323379",Jarvis Island Exclusive Economic Zone,8668,200NM,2204,Jarvis Island,UMI,United States,0,0,,,,0,0,,,,-160.46839,-0.91400,8442,323186,USA,,,"840",,,"581",,
"8443",0.5,1.5,353952064466.399,"353952",Palmyra Atoll Exclusive Economic Zone,8669,200NM,2204,Palmyra Atoll,UMI,United States,0,0,,,,0,0,,,,-162.89881,6.68794,8443,353670,USA,,,"840",,,"581",,
"8444",0.5,1.5,405392436245.426,"405392",American Samoa Exclusive Economic Zone,8670,200NM,2204,American Samoa,ASM,United States,0,0,,,,0,0,,,,-169.06347,-13.85484,8444,405830,USA,,,"840",,,"16",,
"8445",0.5,1.5,128663060590.726,"128663",Samoan Exclusive Economic Zone,8671,200NM,8671,Samoa,WSM,Samoa,0,0,,,,0,0,,,,-172.75372,-13.29687,8445,130480,WSM,,,"882",,,"882",,
"8446",0.5,1.5,1969872829462.31,"1969873",Cook Islands Exclusive Economic Zone,8672,200NM,2227,Cook Islands,COK,New Zealand,0,0,,,,0,0,,,,-161.30341,-15.01891,8446,1969553,NZL,,,"554",,,"184",,
"8447",0.5,1.5,318024963173.883,"318025",Niue Exclusive Economic Zone,8673,200NM,2227,Niue,NIU,New Zealand,0,0,,,,0,0,,,,-169.33138,-19.52315,8447,318140,NZL,,,"554",,,"570",,
"8448",0.5,1.5,657771266479.403,"657771",Tongan Exclusive Economic Zone,8674,200NM,8674,Tonga,TON,Tonga,0,0,,,,0,0,,,,-174.76586,-20.22175,8448,666052,TON,,,"776",,,"776",,
"8449",0.5,1.5,320531603567.878,"320532",Tokelau Exclusive Economic Zone,8675,200NM,2227,Tokelau,TKL,New Zealand,0,0,,,,0,0,,,,-172.08495,-8.63257,8449,320548,NZL,,,"554",,,"772",,
"8450",0.5,1.5,745308029474.728,"745308",Kiribati Exclusive Economic Zone (Phoenix Islands),8658,200NM,2116,Phoenix Group,KIR,Kiribati,0,0,,,,0,0,,,,-172.45397,-3.73181,8450,745782,KIR,,,"296",,,"296",,
"8451",0.5,1.5,434922915396.43,"434923",Howland and Baker Islands Exclusive Economic Zone,48684,200NM,2204,Howland and Baker islands,UMI,United States,0,0,,,,0,0,,,,-176.72727,0.79130,8451,434894,USA,,,"840",,,"581",,
"8452",0.5,1.5,442244209863.506,"442244",Johnston Atoll Exclusive Economic Zone,8678,200NM,2204,Johnston Atoll,UMI,United States,0,0,,,,0,0,,,,-169.50612,16.75109,8452,442443,USA,,,"840",,,"581",,
"8453",0.5,1.5,2454394242655.2,"2454394",United States Exclusive Economic Zone (Hawaii),8679,200NM,2204,Hawaii,,United States,0,0,,,,0,0,,,,-151.05753,24.04099,8453,2474715,USA,,,"840",,,,,
"8454",0.5,1.5,260952162144.808,"260952",Wallis and Futuna Exclusive Economic Zone,8680,200NM,17,Wallis and Futuna,WLF,France,0,0,,,,0,0,,,,-172.77595,-12.79664,8454,262750,FRA,,,"250",,,"876",,
"8455",0.5,1.5,3830431349503.93,"3830431",New Zealand Exclusive Economic Zone,2227,200NM,2227,New Zealand,NZL,New Zealand,0,0,,,,0,0,,,,71.72752,-42.76594,8455,4104551,NZL,,,"554",,,"554",,
"8456",0.5,1.5,1681902624779.99,"1681903",United States Exclusive Economic Zone,2204,200NM,2204,United States,USA,United States,0,0,,,,0,0,,,,-95.82290,34.76294,8456,2451023,USA,,,"840",,,"840",,
"8457",0.5,1.5,24186476338.6802,"24186",Belizean Exclusive Economic Zone,8681,200NM,8681,Belize,BLZ,Belize,0,0,,,,0,0,,,,-87.59320,17.18774,8457,34312,BLZ,,,"84",,,"84",,
"8459",0.5,1.5,243219970154.524,"243220",Jamaican Exclusive Economic Zone,8682,200NM,8682,Jamaica,JAM,Jamaica,0,0,,,,0,0,,,,-77.29089,16.66861,8459,256909,JAM,,,"388",,,"388",,
"8460",0.5,1.5,85010411622.6284,"85010",Guyanese Exclusive Economic Zone,2124,200NM,2124,Guyana,GUY,Guyana,0,0,,,,0,0,,,,-57.64094,8.61338,8460,135060,GUY,,,"328",,,"328",,
"8461",0.5,1.5,76320402468.6366,"76320",Surinamese Exclusive Economic Zone,2182,200NM,2182,Suriname,SUR,Suriname,0,0,,,,0,0,,,,-54.77617,7.58813,8461,133303,SUR,,,"740",,,"740",,
"8462",0.5,1.5,86477503451.7671,"86478",French Guiana Exclusive Economic Zone,8683,200NM,17,French Guiana,GUF,France,0,0,,,,0,0,,,,-51.75452,6.69127,8462,131554,FRA,,,"250",,,"254",,
"8463",0.5,1.5,2307609630090.94,"2307610",United States Exclusive Economic Zone (Alaska),8684,200NM,2204,Alaska,,United States,0,0,,,,0,0,,,,-119.97660,59.01170,8463,3682912,USA,,,"840",,,,,
"8464",0.5,1.5,2459983551783.42,"2459984",Brazilian Exclusive Economic Zone,2143,200NM,2143,Brazil,BRA,Brazil,0,0,,,,0,0,,,,-39.44423,-11.09799,8464,3205183,BRA,,,"76",,,"76",,
"8465",0.5,1.5,2269855611065.29,"2269856",Chilean Exclusive Economic Zone,2165,200NM,2165,Chile,CHL,Chile,0,0,,,,0,0,,,,-75.62881,-40.98629,8465,2488052,CHL,,,"152",,,"152",,
"8466",0.5,1.5,277281591062.272,"277282",Argentinean Exclusive Economic Zone,2149,200NM,2149,Argentina,ARG,Argentina,0,0,,,,0,0,,,,-62.15950,-47.08999,8466,1072053,ARG,,,"32",,,"32",,
"8467",0.5,1.5,67742362352.9689,"67742",Uruguayan Exclusive Economic Zone,2216,200NM,2216,Uruguay,URY,Uruguay,0,0,,,,0,0,,,,-53.32143,-35.78927,8467,143092,URY,,,"858",,,"858",,
"8469",0.5,1.5,90947925520.2953,"90948",Iranian Exclusive Economic Zone,2126,200NM,2126,Iran,IRN,Iran,0,0,,,,0,0,,,,53.88540,29.78242,8469,215332,IRN,,,"364",,,"364",,
"8471",0.5,1.5,68904480738.9114,"68904",Guinea Bissau Exclusive Economic Zone,8685,200NM,8685,Guinea-Bissau,GNB,Guinea-Bissau,0,0,,,,0,0,,,,-17.56720,10.58066,8471,106870,GNB,,,"624",,,"624",,
"8472",0.5,1.5,52533866164.6324,"52534",Guinean Exclusive Economic Zone,2122,200NM,2122,Guinea,GIN,Guinea,0,0,,,,0,0,,,,-15.62051,9.18114,8472,102163,GIN,,,"324",,,"324",,
"8473",0.5,1.5,158499305627.143,"158499",Ivory Coast Exclusive Economic Zone,2161,200NM,2161,Ivory Coast,CIV,Ivory Coast,0,0,,,,0,0,,,,-5.45221,3.30891,8473,171760,CIV,,,"384",,,"384",,
"8474",0.5,1.5,134673883719.104,"134674",Nigerian Exclusive Economic Zone,2253,200NM,2253,Nigeria,NGA,Nigeria,0,0,,,,0,0,,,,4.82275,4.08512,8474,179048,NGA,,,"566",,,"566",,
"8475",0.5,1.5,2984317262.4298,"2984",Cameroonian Exclusive Economic Zone,2170,200NM,2170,Cameroon,CMR,Cameroon,0,0,,,,0,0,,,,9.31089,3.46278,8475,15143,CMR,,,"120",,,"120",,
"8476",0.5,1.5,160509513933.653,"160510",Gabonese Exclusive Economic Zone,2104,200NM,2104,Gabon,GAB,Gabon,0,0,,,,0,0,,,,8.73897,-3.06254,8476,201759,GAB,,,"266",,,"266",,
"8477",0.5,1.5,10613672322.1657,"10614",Democratic Republic of the Congo Exclusive Economic Zone,2198,200NM,2198,Democratic Republic of the Congo,COD,Democratic Republic of the Congo,0,0,,,,0,0,,,,10.73256,-6.40153,8477,13373,COD,,,"180",,,"180",,
"8478",0.5,1.5,444740346432.958,"444740",Angolan Exclusive Economic Zone,2150,200NM,2150,Angola,AGO,Angola,0,0,,,,0,0,,,,11.03537,-11.70110,8478,495866,AGO,,,"24",,,"24",,
"8479",0.5,1.5,222557161885.593,"222557",Tanzanian Exclusive Economic Zone,2205,200NM,2205,Tanzania,TZA,Tanzania,0,0,,,,0,0,,,,41.16860,-7.21087,8479,241567,TZA,,,"834",,,"834",,
"8480",0.5,1.5,1269087194656.62,"1269087",Indian Exclusive Economic Zone,2128,200NM,2128,India,IND,India,0,0,,,,0,0,,,,76.08532,14.59800,8480,1659487,IND,,,"356",,,"356",,
"8481",0.5,1.5,46893281282.246,"46893",Bangladeshi Exclusive Economic Zone,2142,200NM,2142,Bangladesh,BGD,Bangladesh,0,0,,,,0,0,,,,90.56153,20.47561,8481,112166,BGD,,,"50",,,"50",,
"8482",0.5,1.5,273652802221.565,"273653",Myanmar Exclusive Economic Zone,2219,200NM,2219,Myanmar,MMR,Myanmar,0,0,,,,0,0,,,,94.65552,14.99651,8482,497460,MMR,,,"104",,,"104",,
"8483",0.5,1.5,122155402308.578,"122155",Malaysian Exclusive Economic Zone,2230,200NM,2230,Malaysia,MYS,Malaysia,0,0,,,,0,0,,,,109.11830,5.17569,8483,510804,MYS,,,"458",,,"458",,
"8484",0.5,1.5,349249013315.321,"349249",Vietnamese Exclusive Economic Zone,2200,200NM,2200,Vietnam,VNM,Vietnam,0,0,,,,0,0,,,,108.75813,11.61103,8484,750958,VNM,,,"704",,,"704",,
"8486",0.5,1.5,120920399715.791,"120920",Chinese Exclusive Economic Zone,8603,200NM,8603,China,CHN,China,0,0,,,,0,0,,,,118.14570,27.73853,8486,963556,CHN,,,"156",,,"156",,
"8487",0.5,1.5,3748808179160.8,"3748808",Japanese Exclusive Economic Zone,2121,200NM,2121,Japan,JPN,Japan,0,0,,,,0,0,,,,138.44863,29.55656,8487,4066513,JPN,,,"392",,,"392",,
"8488",0.5,1.5,1048679342239.53,"1048679",Kiribati Exclusive Economic Zone (Gilbert Islands),17597,200NM,2116,Gilbert Islands,KIR,Kiribati,0,0,,,,0,0,,,,172.78214,-0.25912,8488,1053245,KIR,,,"296",,,"296",,
"8489",0.5,1.5,9370988468559.49,"9370988",Antarctic 200NM zone beyond the coastline,1926,200NM,1926,Antarctica,ATA,Antarctica,0,0,,,,0,0,,,,-10.97520,-71.11227,8489,9618978,ATA,,,"10",,,"10",,
"8490",0.5,1.5,196308078978.25,"196308",Egyptian Exclusive Economic Zone,3868,200NM,3868,Egypt,EGY,Egypt,0,0,,,,0,0,,,,31.15030,30.45123,8490,243342,EGY,,,"818",,,"818",,
"8491",0.5,1.5,76454072.5404535,"76",Jordanian Exclusive Economic Zone,2120,200NM,2120,Jordan,JOR,Jordan,0,0,,,,0,0,,,,34.94683,29.43517,8491,97,JOR,,,"400",,,"400",,
"8492",0.5,1.5,4114109103471.28,"4114109",Indonesian Exclusive Economic Zone,2127,200NM,2127,Indonesia,IDN,Indonesia,0,0,,,,0,0,,,,117.89096,-3.30391,8492,6020917,IDN,,,"360",,,"360",,
"8493",0.5,1.5,3088858428430.96,"3088858",Canadian Exclusive Economic Zone,2169,200NM,2169,Canada,CAN,Canada,0,0,,,,0,0,,,,-89.94201,68.58777,8493,5740544,CAN,,,"124",,,"124",,
"8494",0.5,1.5,4511917403.11057,"4512",Saint-Pierre and Miquelon Exclusive Economic Zone,8686,200NM,17,Saint-Pierre and Miquelon,SPM,France,0,0,,,,0,0,,,,-56.38701,45.85719,8494,12414,FRA,,,"250",,,"666",,
"8495",0.5,1.5,663866102.495324,"664",Saint-Martin Exclusive Economic Zone,8688,200NM,17,Collectivity of Saint Martin,MAF,France,0,0,,,,0,0,,,,-63.20282,18.03469,8495,1100,FRA,,,"250",,,"663",,
"8758",0.5,1.5,48480613004.8891,"48481",East Timorian Exclusive Economic Zone,8757,200NM,8757,East Timor,TLS,East Timor,0,0,,,,0,0,,,,126.85410,-9.78156,8758,75647,TLS,,,"626",,,"626",,
"21787",0.5,1.5,729540143916.701,"729540",Chilean Exclusive Economic Zone (Easter Island),15120,200NM,2165,Easter Island,,Chile,0,0,,,,0,0,,,,-107.43869,-26.82400,21787,729763,CHL,,,"152",,,,,
"21790",0.5,1.5,278631587.641415,"279",Monégasque Exclusive Economic Zone,2222,200NM,2222,Monaco,MCO,Monaco,0,0,,,,0,0,,,,7.58768,43.34802,21790,288,MCO,,,"492",,,"492",,
"21791",0.5,1.5,1762565950.14969,"1763",Oecussi Ambeno Exclusive Economic Zone,26234,200NM,8757,Oecusse,,East Timor,0,0,,,,0,0,,,,124.27075,-9.04989,21791,1826,TLS,,,"626",,,,,
"21792",0.5,1.5,14870765720.0326,"14871",Joint regime area Colombia / Jamaica,8682,Joint regime,8682,Jamaica,JAM,Jamaica,2175,2175,Colombia,COL,Colombia,0,0,,,,-79.14572,15.47035,21792,15247,JAM,COL,,"388","170",,"388","170",
"21796",0.5,1.5,30743731215.6941,"30744",Joint regime area Japan / Korea,8600,Joint regime,8600,South Korea,KOR,South Korea,2121,2121,Japan,JPN,Japan,0,0,,,,127.57808,30.81396,21796,82610,KOR,JPN,,"410","392",,"410","392",
"21797",0.5,1.5,34535254644.662,"34535",Joint regime area Nigeria / Sao Tome and Principe,2238,Joint regime,2238,Sao Tome and Principe,STP,Sao Tome and Principe,2253,2253,Nigeria,NGA,Nigeria,0,0,,,,5.58699,2.06760,21797,34534,STP,NGA,,"678","566",,"678","566",
"21803",0.5,1.5,333255674.278834,"333",Sint-Maarten Exclusive Economic Zone,21802,200NM,15,Sint-Maarten,SXM,Netherlands,0,0,,,,0,0,,,,-63.12285,17.93813,21803,466,NLD,,,"528",,,"534",,
"22756",0.5,1.5,450541374216.456,"450541",Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands),25135,200NM,2165,Islas San Félix and San Ambrosio,CHL,Chile,0,0,,,,0,0,,,,-79.99086,-26.33091,22756,450960,CHL,,,"152",,,"152",,
"26517",0.5,1.5,25241319678.2209,"25241",Curaçaoan Exclusive Economic Zone,19143,200NM,15,Curaçao,CUW,Netherlands,0,0,,,,0,0,,,,-68.97176,13.16246,26517,25401,NLD,,,"528",,,"531",,
"26518",0.5,1.5,7178354166.67909,"7178",Saba Exclusive Economic Zone,19095,200NM,15,Saba,BES,Netherlands,0,0,,,,0,0,,,,-63.60185,17.37739,26518,9487,NLD,,,"528",,,"535",,
"26519",0.5,1.5,28299140609.5829,"28299",Aruban Exclusive Economic Zone,8652,200NM,15,Aruba,ABW,Netherlands,0,0,,,,0,0,,,,-69.67341,13.74138,26519,30015,NLD,,,"528",,,"533",,
"26520",0.5,1.5,12919521191.871,"12920",Bonaire Exclusive Economic Zone,15074,200NM,15,Bonaire,BES,Netherlands,0,0,,,,0,0,,,,-68.36978,12.71120,26520,13005,NLD,,,"528",,,"535",,
"26521",0.5,1.5,34061989984.335,"34062",Bruneian Exclusive Economic Zone,2145,200NM,2145,Brunei,BRN,Brunei,0,0,,,,0,0,,,,113.38744,6.05934,26521,43144,BRN,,,"96",,,"96",,
"26522",0.5,1.5,19252141749.3893,"19252",Kazakh Exclusive Economic Zone,2119,200NM,2119,Kazakhstan,KAZ,Kazakhstan,0,0,,,,0,0,,,,51.01440,44.47442,26522,114383,KAZ,,,"398",,,"398",,
"26523",0.5,1.5,3290191756.53258,"3290",Turkmen Exclusive Economic Zone,2212,200NM,2212,Turkmenistan,TKM,Turkmenistan,0,0,,,,0,0,,,,52.63853,39.29232,26523,61226,TKM,,,"795",,,"795",,
"26524",0.5,1.5,50891043176.3534,"50891",Azerbaijanis Exclusive Economic Zone,2134,200NM,2134,Azerbaijan,AZE,Azerbaijan,0,0,,,,0,0,,,,50.33172,40.28350,26524,80614,AZE,,,"31",,,"31",,
"26526",0.5,1.5,2003058626.77424,"2003",Sint-Eustatius Exclusive Economic Zone,26525,200NM,15,Sint-Eustatius,BES,Netherlands,0,0,,,,0,0,,,,-63.12987,17.33890,26526,2176,NLD,,,"528",,,"535",,
"26582",0.5,1.5,14751721776.5168,"14752",Overlapping claim: Sudan / Egypt,2183,Overlapping claim,2183,Sudan,SDN,Sudan,3868,3868,Egypt,EGY,Egypt,0,0,,,,36.87917,22.61164,26582,19734,SDN,EGY,,"729","818",,"729","818",
"33176",0.5,1.5,50206721626.3016,"50207",Overlapping claim: Kenya / Somalia,2118,Overlapping claim,2118,Kenya,KEN,Kenya,2187,2187,Federal Republic of Somalia,SOM,Federal Republic of Somalia,0,0,,,,43.90490,-2.28224,33176,50229,KEN,SOM,,"404","706",,"404","706",
"33177",0.5,1.5,88885744123.9748,"88886",Guadeloupean Exclusive Economic Zone,8654,200NM,17,Guadeloupe,GLP,France,0,0,,,,0,0,,,,-59.85044,16.79880,33177,90705,FRA,,,"250",,,"312",,
"33178",0.5,1.5,46240642199.0231,"46241",Martinican Exclusive Economic Zone,8655,200NM,17,Martinique,MTQ,France,0,0,,,,0,0,,,,-60.20055,14.97512,33178,47787,FRA,,,"250",,,"474",,
"33179",0.5,1.5,149001418366.648,"149001",Puerto Rican Exclusive Economic Zone,8641,200NM,2204,Puerto Rico,PRI,United States,0,0,,,,0,0,,,,-66.78687,17.79821,33179,154661,USA,,,"840",,,"630",,
"33180",0.5,1.5,36275194565.713,"36275",Virgin Islander Exclusive Economic Zone,8642,200NM,2204,United States Virgin Islands,VIR,United States,0,0,,,,0,0,,,,-64.92435,17.25496,33180,38275,USA,,,"840",,,"850",,
"33181",0.5,1.5,554795285088.769,"554795",Svalbard Exclusive Economic Zone,5334,200NM,2252,Svalbard,SJM,Norway,0,0,,,,0,0,,,,18.28904,78.71340,33181,797063,NOR,,,"578",,,"744",,
"33185",0.5,1.5,3591564891.46843,"3592",Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,2124,Overlapping claim,2124,Guyana,GUY,Guyana,2186,2186,Trinidad and Tobago,TTO,Trinidad and Tobago,2201,2201,Venezuela,VEN,Venezuela,-57.88712,10.56539,33185,3612,GUY,TTO,VEN,"328","780","862","328","780","862"
"48943",0.5,1.5,23313495179.3744,"23313",Overlapping claim: Canada / USA,2169,Overlapping claim,2169,Canada,CAN,Canada,2204,2204,United States,USA,United States,0,0,,,,-139.85200,72.03395,48943,24772,CAN,USA,,"124","840",,"124","840",
"48944",0.5,1.5,65394464408.1357,"65394",Overlapping claim Mayotte: France / Comoros,8606,Overlapping claim,17,Mayotte,MYT,France,8606,2163,Mayotte,MYT,Comores,0,0,,,,45.30656,-13.21698,48944,66738,FRA,COM,,"250","174","0","175","175","0"
