id_num,zone_name,zone_type,total_area,deepsea_area_km2,frac_deepsea,name_territory,name_sov,iso3_territory,iso3_sov
48971,Overlapping claim: Venezuela / Colombia / Dominican Republic,Overlapping claim,869,863.1746102997047,0.9932964445336072,Colombia,Colombia,COL,COL
48971,Overlapping claim: Venezuela / Colombia / Dominican Republic,Overlapping claim,869,863.1746102997047,0.9932964445336072,Dominican Republic,Dominican Republic,DOM,DOM
48971,Overlapping claim: Venezuela / Colombia / Dominican Republic,Overlapping claim,869,863.1746102997047,0.9932964445336072,Venezuela,Venezuela,VEN,VEN
5681,Irish Exclusive Economic Zone,200NM,427039,278095.8733738959,0.6512189129655509,Ireland,Ireland,IRL,IRL
21788,Guernsey Exclusive Economic Zone,200NM,6531,0,0,Guernsey,United Kingdom,GGY,GBR
21789,Jersey Exclusive Economic Zone,200NM,2277,0,0,Jersey,United Kingdom,JEY,GBR
8371,Senegalese Exclusive Economic Zone,200NM,158358,133959.74893382197,0.8459297852575934,Senegal,Senegal,SEN,SEN
8471,Guinea Bissau Exclusive Economic Zone,200NM,106870,68904.4807389114,0.6447504513793525,Guinea-Bissau,Guinea-Bissau,GNB,GNB
8472,Guinean Exclusive Economic Zone,200NM,102163,52533.866164632425,0.5142161659762577,Guinea,Guinea,GIN,GIN
8473,Ivory Coast Exclusive Economic Zone,200NM,171760,158499.30562714266,0.9227952120816411,Ivory Coast,Ivory Coast,CIV,CIV
33185,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,Overlapping claim,3612,3591.564891468431,0.9943424394984582,Guyana,Guyana,GUY,GUY
33185,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,Overlapping claim,3612,3591.564891468431,0.9943424394984582,Trinidad and Tobago,Trinidad and Tobago,TTO,TTO
33185,Overlapping claim: Trinidad and Tobago / Venezuela / Guyana,Overlapping claim,3612,3591.564891468431,0.9943424394984582,Venezuela,Venezuela,VEN,VEN
8391,Liberian Exclusive Economic Zone,200NM,251781,233135.1238026755,0.9259440696584551,Liberia,Liberia,LBR,LBR
21792,Joint regime area Colombia / Jamaica,Joint regime,15247,14870.76572003264,0.9753240453881182,Jamaica,Jamaica,JAM,JAM
